INDV1,INDV2,N_AaAa,N_AAaa,N1_Aa,N2_Aa,RELATEDNESS_PHI
S0162,S0159,18,13,34,35,-0.115942
S0162,S0161,18,12,34,35,-0.0869565
S0162,S0162,34,0,34,34,0.5
S0162,S0163,15,10,34,38,-0.0694444
S0162,S0164,22,11,34,40,0
S0162,S0165,18,8,34,39,0.0273973
S0162,S0169,22,14,34,35,-0.0869565
S0162,S0170,15,10,34,34,-0.0735294
S0162,S0171,30,2,34,59,0.27957
S0162,S0172,24,7,34,45,0.126582
S0162,S0173,23,7,34,43,0.116883
S0162,S0174,25,8,34,43,0.116883
S0162,S0175,14,12,34,26,-0.166667
S0162,S0176,22,8,34,46,0.075
S0162,S0177,14,8,34,33,-0.0298507
S0162,S0181,20,12,34,32,-0.0606061
S0162,S0182,18,6,34,41,0.08
S0162,S0183,22,13,34,46,-0.05
S0162,S0184,18,6,34,44,0.0769231
S0162,S0185,8,14,34,25,-0.338983
S0162,S0186,17,9,34,37,-0.0140845
S0162,S0187,17,9,34,31,-0.0153846
S0162,S0188,13,12,34,30,-0.171875
S0162,S0189,15,8,34,40,-0.0135135
S0163,S0001,19,3,38,34,0.180556
S0163,S0002,29,3,38,70,0.212963
S0163,S0004,15,9,38,31,-0.0434783
S0163,S0005,20,8,38,44,0.0487805
S0163,S0006,24,6,38,43,0.148148
S0163,S0007,11,7,38,30,-0.0441176
S0163,S0008,21,11,38,38,-0.0131579
S0163,S0009,16,8,38,28,0
S0163,S0015,27,7,38,56,0.138298
S0163,S0016,18,12,38,40,-0.0769231
S0163,S0017,19,6,38,40,0.0897436
S0163,S0018,23,3,38,57,0.178947
S0163,S0019,15,6,38,38,0.0394737
S0163,S0020,17,6,38,38,0.0657895
S0163,S0021,15,9,38,33,-0.0422535
S0163,S0025,20,10,38,44,0
S0163,S0026,13,11,38,33,-0.126761
S0163,S0027,15,10,38,37,-0.0666667
S0163,S0028,19,7,38,40,0.0641026
S0163,S0029,14,8,38,32,-0.0285714
S0163,S0030,15,11,38,31,-0.101449
S0163,S0031,13,7,38,34,-0.0138889
S0163,S0032,21,8,38,43,0.0617284
S0163,S0033,21,11,38,38,-0.0131579
S0163,S0037,25,9,38,45,0.0843373
S0163,S0038,13,6,38,32,0.0142857
S0163,S0039,16,8,38,34,0
S0163,S0040,19,10,38,36,-0.0135135
S0163,S0041,18,8,38,45,0.0240964
S0163,S0042,15,7,38,40,0.0128205
S0163,S0043,26,6,38,51,0.157303
S0163,S0044,13,6,38,33,0.0140845
S0163,S0045,14,6,38,38,0.0263158
S0163,S0051,14,13,38,24,-0.193548
S0163,S0052,17,9,38,36,-0.0135135
S0163,S0053,17,16,38,27,-0.230769
S0163,S0054,16,3,38,50,0.113636
S0163,S0055,21,3,38,35,0.205479
S0163,S0056,17,12,38,28,-0.106061
S0163,S0057,21,14,38,33,-0.0985915
S0163,S0062,13,4,38,38,0.0657895
S0163,S0063,19,8,38,38,0.0394737
S0163,S0065,21,10,38,36,0.0135135
S0163,S0066,22,5,38,44,0.146341
S0163,S0068,24,10,38,44,0.0487805
S0163,S0069,20,10,38,36,0
S0163,S0073,19,5,38,38,0.118421
S0163,S0074,12,16,38,29,-0.298507
S0163,S0075,18,3,38,40,0.153846
S0163,S0076,13,9,38,31,-0.0724638
S0163,S0077,16,17,38,26,-0.28125
S0163,S0078,25,6,38,45,0.156627
S0163,S0079,18,8,38,38,0.0263158
S0163,S0080,16,3,38,41,0.126582
S0163,S0081,25,8,38,45,0.108434
S0163,S0085,11,5,38,32,0.0142857
S0163,S0087,16,11,38,35,-0.0821918
S0163,S0088,13,11,38,29,-0.134328
S0163,S0089,26,3,38,48,0.232558
S0163,S0090,14,10,38,35,-0.0821918
S0163,S0091,20,10,38,39,0
S0163,S0092,17,6,38,35,0.0684932
S0163,S0093,21,11,38,40,-0.0128205
S0163,S0099,19,9,38,35,0.0136986
S0163,S0101,21,5,38,39,0.142857
S0163,S0102,15,5,38,37,0.0666667
S0163,S0103,17,2,38,38,0.171053
S0163,S0104,16,7,38,35,0.0273973
S0163,S0105,20,7,38,45,0.0722892
S0163,S0110,20,5,38,49,0.114943
S0163,S0111,17,9,38,42,-0.0125
S0163,S0112,26,6,38,49,0.16092
S0163,S0113,14,10,38,32,-0.0857143
S0163,S0114,23,10,38,40,0.0384615
S0163,S0116,14,15,38,28,-0.242424
S0163,S0117,8,6,38,29,-0.0597015
S0163,S0121,27,2,38,68,0.216981
S0163,S0123,25,12,38,43,0.0123457
S0163,S0124,23,9,38,47,0.0588235
S0163,S0125,13,8,38,25,-0.047619
S0163,S0126,20,9,38,34,0.0277778
S0163,S0127,15,12,38,32,-0.128571
S0163,S0128,15,10,38,37,-0.0666667
S0163,S0129,16,8,38,35,0
S0163,S0134,20,7,38,47,0.0705882
S0163,S0135,15,11,38,36,-0.0945946
S0163,S0136,11,12,38,28,-0.19697
S0163,S0137,23,8,38,38,0.0921053
S0163,S0138,17,8,38,36,0.0135135
S0163,S0139,18,15,38,37,-0.16
S0163,S0141,12,9,38,35,-0.0821918
S0163,S0146,21,5,38,45,0.13253
S0163,S0147,18,12,38,32,-0.0857143
S0163,S0148,16,7,38,40,0.025641
S0163,S0150,14,10,38,31,-0.0869565
S0163,S0151,22,1,38,40,0.25641
S0163,S0152,13,6,38,27,0.0153846
S0163,S0153,12,5,38,37,0.0266667
S0163,S0157,20,9,38,34,0.0277778
S0163,S0158,19,11,38,35,-0.0410959
S0163,S0159,16,6,38,35,0.0547945
S0163,S0161,13,5,38,35,0.0410959
S0163,S0162,15,10,38,34,-0.0694444
S0163,S0163,38,0,38,38,0.5
S0163,S0164,19,9,38,40,0.0128205
S0163,S0165,20,8,38,39,0.0519481
S0163,S0169,14,7,38,35,0
S0163,S0170,18,10,38,34,-0.0277778
S0163,S0171,27,4,38,59,0.195876
S0163,S0172,21,4,38,45,0.156627
S0163,S0173,20,4,38,43,0.148148
S0163,S0174,22,6,38,43,0.123457
S0163,S0175,18,10,38,26,-0.03125
S0163,S0176,21,6,38,46,0.107143
S0163,S0177,16,7,38,33,0.028169
S0163,S0181,14,8,38,32,-0.0285714
S0163,S0182,15,5,38,41,0.0632911
S0163,S0183,24,8,38,46,0.0952381
S0163,S0184,24,13,38,44,-0.0243902
S0163,S0185,12,11,38,25,-0.15873
S0163,S0186,18,8,38,37,0.0266667
S0163,S0187,12,4,38,31,0.057971
S0163,S0188,9,10,38,30,-0.161765
S0163,S0189,17,12,38,40,-0.0897436
S0164,S0001,15,5,40,34,0.0675676
S0164,S0002,32,0,40,70,0.290909
S0164,S0004,16,8,40,31,0
S0164,S0005,24,9,40,44,0.0714286
S0164,S0006,25,4,40,43,0.204819
S0164,S0007,21,10,40,30,0.0142857
S0164,S0008,18,5,40,38,0.102564
S0164,S0009,13,2,40,28,0.132353
S0164,S0015,25,0,40,56,0.260417
S0164,S0016,22,1,40,40,0.25
S0164,S0017,25,2,40,40,0.2625
S0164,S0018,28,2,40,57,0.247423
S0164,S0019,24,5,40,38,0.179487
S0164,S0020,25,9,40,38,0.0897436
S0164,S0021,16,5,40,33,0.0821918
S0164,S0025,25,4,40,44,0.202381
S0164,S0026,17,7,40,33,0.0410959
S0164,S0027,17,6,40,37,0.0649351
S0164,S0028,24,6,40,40,0.15
S0164,S0029,14,7,40,32,0
S0164,S0030,13,5,40,31,0.0422535
S0164,S0031,13,3,40,34,0.0945946
S0164,S0032,21,3,40,43,0.180723
S0164,S0033,16,4,40,38,0.102564
S0164,S0037,23,7,40,45,0.105882
S0164,S0038,14,1,40,32,0.166667
S0164,S0039,19,4,40,34,0.148649
S0164,S0040,17,3,40,36,0.144737
S0164,S0041,17,5,40,45,0.0823529
S0164,S0042,14,3,40,40,0.1
S0164,S0043,27,4,40,51,0.208791
S0164,S0044,20,6,40,33,0.109589
S0164,S0045,18,9,40,38,0
S0164,S0051,16,8,40,24,0
S0164,S0052,20,4,40,36,0.157895
S0164,S0053,16,5,40,27,0.0895522
S0164,S0054,28,3,40,50,0.244444
S0164,S0055,17,5,40,35,0.0933333
S0164,S0056,17,6,40,28,0.0735294
S0164,S0057,20,9,40,33,0.0273973
S0164,S0062,20,7,40,38,0.0769231
S0164,S0063,18,3,40,38,0.153846
S0164,S0065,21,7,40,36,0.0921053
S0164,S0066,19,0,40,44,0.22619
S0164,S0068,25,5,40,44,0.178571
S0164,S0069,20,7,40,36,0.0789474
S0164,S0073,24,7,40,38,0.128205
S0164,S0074,18,1,40,29,0.231884
S0164,S0075,24,2,40,40,0.25
S0164,S0076,16,4,40,31,0.112676
S0164,S0077,9,6,40,26,-0.0454545
S0164,S0078,21,2,40,45,0.2
S0164,S0079,20,3,40,38,0.179487
S0164,S0080,20,6,40,41,0.0987654
S0164,S0081,27,8,40,45,0.129412
S0164,S0085,22,1,40,32,0.277778
S0164,S0087,23,5,40,35,0.173333
S0164,S0088,19,7,40,29,0.0724638
S0164,S0089,25,2,40,48,0.238636
S0164,S0090,18,3,40,35,0.16
S0164,S0091,16,5,40,39,0.0759494
S0164,S0092,15,5,40,35,0.0666667
S0164,S0093,23,3,40,40,0.2125
S0164,S0099,20,11,40,35,-0.0266667
S0164,S0101,23,9,40,39,0.0632911
S0164,S0102,19,9,40,37,0.012987
S0164,S0103,20,5,40,38,0.128205
S0164,S0104,16,7,40,35,0.0266667
S0164,S0105,25,4,40,45,0.2
S0164,S0110,25,7,40,49,0.123596
S0164,S0111,19,8,40,42,0.0365854
S0164,S0112,25,2,40,49,0.235955
S0164,S0113,19,4,40,32,0.152778
S0164,S0114,15,2,40,40,0.1375
S0164,S0116,20,5,40,28,0.147059
S0164,S0117,17,0,40,29,0.246377
S0164,S0121,32,2,40,68,0.259259
S0164,S0123,17,3,40,43,0.13253
S0164,S0124,22,5,40,47,0.137931
S0164,S0125,14,3,40,25,0.123077
S0164,S0126,17,4,40,34,0.121622
S0164,S0127,16,9,40,32,-0.0277778
S0164,S0128,21,2,40,37,0.220779
S0164,S0129,15,4,40,35,0.0933333
S0164,S0134,26,5,40,47,0.183908
S0164,S0135,22,6,40,36,0.131579
S0164,S0136,16,7,40,28,0.0294118
S0164,S0137,27,10,40,38,0.0897436
S0164,S0138,18,6,40,36,0.0789474
S0164,S0139,25,4,40,37,0.220779
S0164,S0141,17,0,40,35,0.226667
S0164,S0146,20,3,40,45,0.164706
S0164,S0147,22,7,40,32,0.111111
S0164,S0148,20,8,40,40,0.05
S0164,S0150,17,7,40,31,0.0422535
S0164,S0151,18,1,40,40,0.2
S0164,S0152,19,1,40,27,0.253731
S0164,S0153,20,5,40,37,0.12987
S0164,S0157,15,4,40,34,0.0945946
S0164,S0158,20,1,40,35,0.24
S0164,S0159,25,0,40,35,0.333333
S0164,S0161,13,5,40,35,0.04
S0164,S0162,22,11,40,34,0
S0164,S0163,19,9,40,38,0.0128205
S0164,S0164,40,0,40,40,0.5
S0164,S0165,24,6,40,39,0.151899
S0164,S0169,22,4,40,35,0.186667
S0164,S0170,23,2,40,34,0.256757
S0164,S0171,29,0,40,59,0.292929
S0164,S0172,22,1,40,45,0.235294
S0164,S0173,22,8,40,43,0.0722892
S0164,S0174,25,5,40,43,0.180723
S0164,S0175,17,3,40,26,0.166667
S0164,S0176,19,5,40,46,0.104651
S0164,S0177,21,5,40,33,0.150685
S0164,S0181,16,4,40,32,0.111111
S0164,S0182,24,12,40,41,0
S0164,S0183,27,8,40,46,0.127907
S0164,S0184,24,3,40,44,0.214286
S0164,S0185,15,0,40,25,0.230769
S0164,S0186,17,6,40,37,0.0649351
S0164,S0187,18,0,40,31,0.253521
S0164,S0188,14,5,40,30,0.0571429
S0164,S0189,20,8,40,40,0.05
S0165,S0001,17,5,39,34,0.0958904
S0165,S0002,35,1,39,70,0.302752
S0165,S0004,11,6,39,31,-0.0142857
S0165,S0005,23,8,39,44,0.0843373
S0165,S0006,27,0,39,43,0.329268
S0165,S0007,17,4,39,30,0.130435
S0165,S0008,18,4,39,38,0.12987
S0165,S0009,15,7,39,28,0.0149254
S0165,S0015,32,0,39,56,0.336842
S0165,S0016,21,8,39,40,0.0632911
S0165,S0017,18,4,39,40,0.126582
S0165,S0018,34,1,39,57,0.333333
S0165,S0019,23,13,39,38,-0.038961
S0165,S0020,20,7,39,38,0.0779221
S0165,S0021,15,6,39,33,0.0416667
S0165,S0025,19,5,39,44,0.108434
S0165,S0026,14,3,39,33,0.111111
S0165,S0027,13,5,39,37,0.0394737
S0165,S0028,22,6,39,40,0.126582
S0165,S0029,17,9,39,32,-0.0140845
S0165,S0030,11,2,39,31,0.1
S0165,S0031,12,3,39,34,0.0821918
S0165,S0032,25,2,39,43,0.256098
S0165,S0033,13,5,39,38,0.038961
S0165,S0037,26,5,39,45,0.190476
S0165,S0038,16,5,39,32,0.084507
S0165,S0039,14,10,39,34,-0.0821918
S0165,S0040,20,10,39,36,0
S0165,S0041,15,4,39,45,0.0833333
S0165,S0042,14,7,39,40,0
S0165,S0043,19,4,39,51,0.122222
S0165,S0044,20,4,39,33,0.166667
S0165,S0045,18,7,39,38,0.0519481
S0165,S0051,14,3,39,24,0.126984
S0165,S0052,16,6,39,36,0.0533333
S0165,S0053,19,10,39,27,-0.0151515
S0165,S0054,25,3,39,50,0.213483
S0165,S0055,17,3,39,35,0.148649
S0165,S0056,15,4,39,28,0.104478
S0165,S0057,16,9,39,33,-0.0277778
S0165,S0062,20,8,39,38,0.0519481
S0165,S0063,18,0,39,38,0.233766
S0165,S0065,20,4,39,36,0.16
S0165,S0066,18,3,39,44,0.144578
S0165,S0068,22,3,39,44,0.192771
S0165,S0069,17,5,39,36,0.0933333
S0165,S0073,20,9,39,38,0.025974
S0165,S0074,16,9,39,29,-0.0294118
S0165,S0075,15,3,39,40,0.113924
S0165,S0076,15,12,39,31,-0.128571
S0165,S0077,10,9,39,26,-0.123077
S0165,S0078,19,7,39,45,0.0595238
S0165,S0079,16,9,39,38,-0.025974
S0165,S0080,14,5,39,41,0.05
S0165,S0081,22,6,39,45,0.119048
S0165,S0085,14,6,39,32,0.028169
S0165,S0087,19,6,39,35,0.0945946
S0165,S0088,16,8,39,29,0
S0165,S0089,22,3,39,48,0.183908
S0165,S0090,17,11,39,35,-0.0675676
S0165,S0091,16,5,39,39,0.0769231
S0165,S0092,14,2,39,35,0.135135
S0165,S0093,26,6,39,40,0.177215
S0165,S0099,14,8,39,35,-0.027027
S0165,S0101,23,8,39,39,0.0897436
S0165,S0102,19,5,39,37,0.118421
S0165,S0103,19,7,39,38,0.0649351
S0165,S0104,18,4,39,35,0.135135
S0165,S0105,20,6,39,45,0.0952381
S0165,S0110,29,1,39,49,0.306818
S0165,S0111,17,7,39,42,0.037037
S0165,S0112,23,1,39,49,0.238636
S0165,S0113,20,9,39,32,0.028169
S0165,S0114,16,7,39,40,0.0253165
S0165,S0116,16,8,39,28,0
S0165,S0117,14,6,39,29,0.0294118
S0165,S0121,37,0,39,68,0.345794
S0165,S0123,20,5,39,43,0.121951
S0165,S0124,19,3,39,47,0.151163
S0165,S0125,9,9,39,25,-0.140625
S0165,S0126,15,3,39,34,0.123288
S0165,S0127,13,7,39,32,-0.0140845
S0165,S0128,22,9,39,37,0.0526316
S0165,S0129,16,4,39,35,0.108108
S0165,S0134,28,1,39,47,0.302326
S0165,S0135,20,7,39,36,0.08
S0165,S0136,12,7,39,28,-0.0298507
S0165,S0137,21,9,39,38,0.038961
S0165,S0138,19,8,39,36,0.04
S0165,S0139,19,8,39,37,0.0394737
S0165,S0141,17,6,39,35,0.0675676
S0165,S0146,21,3,39,45,0.178571
S0165,S0147,19,8,39,32,0.0422535
S0165,S0148,18,4,39,40,0.126582
S0165,S0150,16,11,39,31,-0.0857143
S0165,S0151,20,1,39,40,0.227848
S0165,S0152,18,6,39,27,0.0909091
S0165,S0153,19,6,39,37,0.0921053
S0165,S0157,15,7,39,34,0.0136986
S0165,S0158,16,8,39,35,0
S0165,S0159,18,7,39,35,0.0540541
S0165,S0161,13,9,39,35,-0.0675676
S0165,S0162,18,8,39,34,0.0273973
S0165,S0163,20,8,39,38,0.0519481
S0165,S0164,24,6,39,40,0.151899
S0165,S0165,39,0,39,39,0.5
S0165,S0169,18,8,39,35,0.027027
S0165,S0170,19,7,39,34,0.0684932
S0165,S0171,28,2,39,59,0.244898
S0165,S0172,21,2,39,45,0.202381
S0165,S0173,18,6,39,43,0.0731707
S0165,S0174,18,4,39,43,0.121951
S0165,S0175,15,9,39,26,-0.0461538
S0165,S0176,19,3,39,46,0.152941
S0165,S0177,17,9,39,33,-0.0138889
S0165,S0181,12,6,39,32,0
S0165,S0182,19,7,39,41,0.0625
S0165,S0183,25,12,39,46,0.0117647
S0165,S0184,22,6,39,44,0.120482
S0165,S0185,17,9,39,25,-0.015625
S0165,S0186,16,3,39,37,0.131579
S0165,S0187,18,5,39,31,0.114286
S0165,S0188,13,8,39,30,-0.0434783
S0165,S0189,20,7,39,40,0.0759494
S0169,S0001,12,8,35,34,-0.057971
S0169,S0002,28,2,35,70,0.228571
S0169,S0004,10,12,35,31,-0.212121
S0169,S0005,20,8,35,44,0.0506329
S0169,S0006,16,5,35,43,0.0769231
S0169,S0007,14,12,35,30,-0.153846
S0169,S0008,10,6,35,38,-0.0273973
S0169,S0009,10,1,35,28,0.126984
S0169,S0015,18,3,35,56,0.131868
S0169,S0016,18,6,35,40,0.08
S0169,S0017,18,1,35,40,0.213333
S0169,S0018,25,4,35,57,0.184783
S0169,S0019,20,9,35,38,0.0273973
S0169,S0020,18,11,35,38,-0.0547945
S0169,S0021,12,7,35,33,-0.0294118
S0169,S0025,20,5,35,44,0.126582
S0169,S0026,13,10,35,33,-0.102941
S0169,S0027,16,7,35,37,0.0277778
S0169,S0028,14,4,35,40,0.08
S0169,S0029,15,13,35,32,-0.164179
S0169,S0030,7,10,35,31,-0.19697
S0169,S0031,13,10,35,34,-0.101449
S0169,S0032,15,7,35,43,0.0128205
S0169,S0033,17,7,35,38,0.0410959
S0169,S0037,18,4,35,45,0.125
S0169,S0038,14,5,35,32,0.0597015
S0169,S0039,19,5,35,34,0.130435
S0169,S0040,15,3,35,36,0.126761
S0169,S0041,18,13,35,45,-0.1
S0169,S0042,20,4,35,40,0.16
S0169,S0043,23,11,35,51,0.0116279
S0169,S0044,11,8,35,33,-0.0735294
S0169,S0045,20,10,35,38,0
S0169,S0051,9,10,35,24,-0.186441
S0169,S0052,17,6,35,36,0.0704225
S0169,S0053,11,5,35,27,0.016129
S0169,S0054,23,6,35,50,0.129412
S0169,S0055,10,5,35,35,0
S0169,S0056,9,6,35,28,-0.047619
S0169,S0057,17,3,35,33,0.161765
S0169,S0062,23,13,35,38,-0.0410959
S0169,S0063,15,6,35,38,0.0410959
S0169,S0065,13,11,35,36,-0.126761
S0169,S0066,18,6,35,44,0.0759494
S0169,S0068,16,3,35,44,0.126582
S0169,S0069,15,1,35,36,0.183099
S0169,S0073,15,3,35,38,0.123288
S0169,S0074,13,11,35,29,-0.140625
S0169,S0075,17,2,35,40,0.173333
S0169,S0076,14,5,35,31,0.0606061
S0169,S0077,11,15,35,26,-0.311475
S0169,S0078,22,7,35,45,0.1
S0169,S0079,22,9,35,38,0.0547945
S0169,S0080,21,11,35,41,-0.0131579
S0169,S0081,22,10,35,45,0.025
S0169,S0085,19,8,35,32,0.0447761
S0169,S0087,17,6,35,35,0.0714286
S0169,S0088,15,8,35,29,-0.015625
S0169,S0089,23,11,35,48,0.0120482
S0169,S0090,20,10,35,35,0
S0169,S0091,18,7,35,39,0.0540541
S0169,S0092,21,11,35,35,-0.0142857
S0169,S0093,21,9,35,40,0.04
S0169,S0099,14,8,35,35,-0.0285714
S0169,S0101,20,6,35,39,0.108108
S0169,S0102,16,6,35,37,0.0555556
S0169,S0103,24,11,35,38,0.0273973
S0169,S0104,15,11,35,35,-0.1
S0169,S0105,18,7,35,45,0.05
S0169,S0110,21,7,35,49,0.0833333
S0169,S0111,17,12,35,42,-0.0909091
S0169,S0112,20,3,35,49,0.166667
S0169,S0113,15,10,35,32,-0.0746269
S0169,S0114,17,7,35,40,0.04
S0169,S0116,14,14,35,28,-0.222222
S0169,S0117,12,4,35,29,0.0625
S0169,S0121,27,3,35,68,0.203883
S0169,S0123,13,9,35,43,-0.0641026
S0169,S0124,23,13,35,47,-0.0365854
S0169,S0125,11,12,35,25,-0.216667
S0169,S0126,19,10,35,34,-0.0144928
S0169,S0127,15,10,35,32,-0.0746269
S0169,S0128,19,8,35,37,0.0416667
S0169,S0129,13,11,35,35,-0.128571
S0169,S0134,21,7,35,47,0.0853659
S0169,S0135,19,14,35,36,-0.126761
S0169,S0136,10,9,35,28,-0.126984
S0169,S0137,20,0,35,38,0.273973
S0169,S0138,15,7,35,36,0.0140845
S0169,S0139,16,8,35,37,0
S0169,S0141,15,11,35,35,-0.1
S0169,S0146,21,7,35,45,0.0875
S0169,S0147,16,11,35,32,-0.0895522
S0169,S0148,15,10,35,40,-0.0666667
S0169,S0150,13,13,35,31,-0.19697
S0169,S0151,12,1,35,40,0.133333
S0169,S0152,14,8,35,27,-0.0322581
S0169,S0153,16,6,35,37,0.0555556
S0169,S0157,15,6,35,34,0.0434783
S0169,S0158,22,12,35,35,-0.0285714
S0169,S0159,15,4,35,35,0.1
S0169,S0161,20,10,35,35,0
S0169,S0162,22,14,35,34,-0.0869565
S0169,S0163,14,7,35,38,0
S0169,S0164,22,4,35,40,0.186667
S0169,S0165,18,8,35,39,0.027027
S0169,S0169,35,0,35,35,0.5
S0169,S0170,15,6,35,34,0.0434783
S0169,S0171,26,4,35,59,0.191489
S0169,S0172,22,7,35,45,0.1
S0169,S0173,22,10,35,43,0.025641
S0169,S0174,21,10,35,43,0.0128205
S0169,S0175,13,10,35,26,-0.114754
S0169,S0176,23,9,35,46,0.0617284
S0169,S0177,15,9,35,33,-0.0441176
S0169,S0181,16,9,35,32,-0.0298507
S0169,S0182,20,10,35,41,0
S0169,S0183,24,11,35,46,0.0246914
S0169,S0184,21,11,35,44,-0.0126582
S0169,S0185,10,10,35,25,-0.166667
S0169,S0186,19,14,35,37,-0.125
S0169,S0187,16,7,35,31,0.030303
S0169,S0188,12,11,35,30,-0.153846
S0169,S0189,20,15,35,40,-0.133333
S0170,S0001,15,7,34,34,0.0147059
S0170,S0002,29,0,34,70,0.278846
S0170,S0004,11,8,34,31,-0.0769231
S0170,S0005,21,11,34,44,-0.0128205
S0170,S0006,24,6,34,43,0.155844
S0170,S0007,12,9,34,30,-0.09375
S0170,S0008,15,4,34,38,0.0972222
S0170,S0009,17,2,34,28,0.209677
S0170,S0015,23,3,34,56,0.188889
S0170,S0016,18,5,34,40,0.108108
S0170,S0017,18,4,34,40,0.135135
S0170,S0018,26,5,34,57,0.175824
S0170,S0019,19,6,34,38,0.0972222
S0170,S0020,22,13,34,38,-0.0555556
S0170,S0021,14,3,34,33,0.119403
S0170,S0025,20,3,34,44,0.179487
S0170,S0026,17,8,34,33,0.0149254
S0170,S0027,15,9,34,37,-0.0422535
S0170,S0028,20,7,34,40,0.0810811
S0170,S0029,10,6,34,32,-0.030303
S0170,S0030,15,9,34,31,-0.0461538
S0170,S0031,14,5,34,34,0.0588235
S0170,S0032,16,5,34,43,0.0779221
S0170,S0033,16,7,34,38,0.0277778
S0170,S0037,22,9,34,45,0.0506329
S0170,S0038,11,5,34,32,0.0151515
S0170,S0039,13,7,34,34,-0.0147059
S0170,S0040,13,5,34,36,0.0428571
S0170,S0041,17,6,34,45,0.0632911
S0170,S0042,16,7,34,40,0.027027
S0170,S0043,24,8,34,51,0.0941176
S0170,S0044,14,8,34,33,-0.0298507
S0170,S0045,14,10,34,38,-0.0833333
S0170,S0051,12,13,34,24,-0.241379
S0170,S0052,13,9,34,36,-0.0714286
S0170,S0053,10,5,34,27,0
S0170,S0054,20,4,34,50,0.142857
S0170,S0055,16,3,34,35,0.144928
S0170,S0056,13,8,34,28,-0.0483871
S0170,S0057,15,7,34,33,0.0149254
S0170,S0062,17,7,34,38,0.0416667
S0170,S0063,16,3,34,38,0.138889
S0170,S0065,20,13,34,36,-0.0857143
S0170,S0066,19,4,34,44,0.141026
S0170,S0068,20,5,34,44,0.128205
S0170,S0069,15,6,34,36,0.0428571
S0170,S0073,18,4,34,38,0.138889
S0170,S0074,12,5,34,29,0.031746
S0170,S0075,20,5,34,40,0.135135
S0170,S0076,10,2,34,31,0.0923077
S0170,S0077,11,8,34,26,-0.0833333
S0170,S0078,20,3,34,45,0.177215
S0170,S0079,15,5,34,38,0.0694444
S0170,S0080,16,5,34,41,0.08
S0170,S0081,21,9,34,45,0.0379747
S0170,S0085,17,6,34,32,0.0757576
S0170,S0087,19,5,34,35,0.130435
S0170,S0088,10,6,34,29,-0.031746
S0170,S0089,20,3,34,48,0.170732
S0170,S0090,14,8,34,35,-0.0289855
S0170,S0091,16,7,34,39,0.0273973
S0170,S0092,18,7,34,35,0.057971
S0170,S0093,25,2,34,40,0.283784
S0170,S0099,15,11,34,35,-0.101449
S0170,S0101,17,8,34,39,0.0136986
S0170,S0102,15,9,34,37,-0.0422535
S0170,S0103,17,5,34,38,0.0972222
S0170,S0104,14,9,34,35,-0.057971
S0170,S0105,16,7,34,45,0.0253165
S0170,S0110,21,5,34,49,0.13253
S0170,S0111,17,9,34,42,-0.0131579
S0170,S0112,26,6,34,49,0.168675
S0170,S0113,19,6,34,32,0.106061
S0170,S0114,15,4,34,40,0.0945946
S0170,S0116,18,0,34,28,0.290323
S0170,S0117,12,7,34,29,-0.031746
S0170,S0121,29,3,34,68,0.22549
S0170,S0123,16,4,34,43,0.103896
S0170,S0124,21,5,34,47,0.135802
S0170,S0125,8,5,34,25,-0.0338983
S0170,S0126,16,7,34,34,0.0294118
S0170,S0127,14,11,34,32,-0.121212
S0170,S0128,16,6,34,37,0.056338
S0170,S0129,16,7,34,35,0.0289855
S0170,S0134,19,3,34,47,0.160494
S0170,S0135,15,8,34,36,-0.0142857
S0170,S0136,10,6,34,28,-0.0322581
S0170,S0137,16,8,34,38,0
S0170,S0138,16,8,34,36,0
S0170,S0139,22,5,34,37,0.169014
S0170,S0141,8,2,34,35,0.057971
S0170,S0146,18,2,34,45,0.177215
S0170,S0147,17,6,34,32,0.0757576
S0170,S0148,17,10,34,40,-0.0405405
S0170,S0150,15,10,34,31,-0.0769231
S0170,S0151,18,2,34,40,0.189189
S0170,S0152,16,8,34,27,0
S0170,S0153,13,6,34,37,0.0140845
S0170,S0157,15,10,34,34,-0.0735294
S0170,S0158,20,6,34,35,0.115942
S0170,S0159,20,3,34,35,0.202899
S0170,S0161,11,8,34,35,-0.0724638
S0170,S0162,15,10,34,34,-0.0735294
S0170,S0163,18,10,34,38,-0.0277778
S0170,S0164,23,2,34,40,0.256757
S0170,S0165,19,7,34,39,0.0684932
S0170,S0169,15,6,34,35,0.0434783
S0170,S0170,34,0,34,34,0.5
S0170,S0171,26,3,34,59,0.215054
S0170,S0172,20,2,34,45,0.202532
S0170,S0173,20,9,34,43,0.025974
S0170,S0174,21,8,34,43,0.0649351
S0170,S0175,15,5,34,26,0.0833333
S0170,S0176,15,4,34,46,0.0875
S0170,S0177,19,10,34,33,-0.0149254
S0170,S0181,13,6,34,32,0.0151515
S0170,S0182,16,11,34,41,-0.08
S0170,S0183,19,10,34,46,-0.0125
S0170,S0184,16,5,34,44,0.0769231
S0170,S0185,11,6,34,25,-0.0169492
S0170,S0186,14,6,34,37,0.028169
S0170,S0187,15,6,34,31,0.0461538
S0170,S0188,10,7,34,30,-0.0625
S0170,S0189,14,5,34,40,0.0540541
S0171,S0001,25,1,59,34,0.247312
S0171,S0002,47,0,59,70,0.364341
S0171,S0004,19,1,59,31,0.188889
S0171,S0005,30,1,59,44,0.271845
S0171,S0006,29,1,59,43,0.264706
