INDV1,INDV2,N_AaAa,N_AAaa,N1_Aa,N2_Aa,RELATEDNESS_PHI
S0007,S0037,15,9,30,45,-0.04
S0007,S0038,12,6,30,32,0
S0007,S0039,12,11,30,34,-0.15625
S0007,S0040,17,8,30,36,0.0151515
S0007,S0041,15,8,30,45,-0.0133333
S0007,S0042,15,12,30,40,-0.128571
S0007,S0043,15,9,30,51,-0.037037
S0007,S0044,19,0,30,33,0.301587
S0007,S0045,13,10,30,38,-0.102941
S0007,S0051,12,2,30,24,0.148148
S0007,S0052,12,12,30,36,-0.181818
S0007,S0053,13,11,30,27,-0.157895
S0007,S0054,21,8,30,50,0.0625
S0007,S0055,10,1,30,35,0.123077
S0007,S0056,14,10,30,28,-0.103448
S0007,S0057,16,12,30,33,-0.126984
S0007,S0062,19,9,30,38,0.0147059
S0007,S0063,14,1,30,38,0.176471
S0007,S0065,14,5,30,36,0.0606061
S0007,S0066,16,6,30,44,0.0540541
S0007,S0068,18,7,30,44,0.0540541
S0007,S0069,13,11,30,36,-0.136364
S0007,S0073,18,13,30,38,-0.117647
S0007,S0074,14,13,30,29,-0.20339
S0007,S0075,18,9,30,40,0
S0007,S0076,11,8,30,31,-0.0819672
S0007,S0077,7,13,30,26,-0.339286
S0007,S0078,15,7,30,45,0.0133333
S0007,S0079,18,9,30,38,0
S0007,S0080,11,8,30,41,-0.0704225
S0007,S0081,17,10,30,45,-0.04
S0007,S0085,10,12,30,32,-0.225806
S0007,S0087,12,4,30,35,0.0615385
S0007,S0088,12,11,30,29,-0.169492
S0007,S0089,17,7,30,48,0.0384615
S0007,S0090,13,16,30,35,-0.292308
S0007,S0091,17,8,30,39,0.0144928
S0007,S0092,13,10,30,35,-0.107692
S0007,S0093,18,10,30,40,-0.0285714
S0007,S0099,14,12,30,35,-0.153846
S0007,S0101,19,12,30,39,-0.0724638
S0007,S0102,16,13,30,37,-0.149254
S0007,S0103,13,10,30,38,-0.102941
S0007,S0104,12,7,30,35,-0.0307692
S0007,S0105,22,7,30,45,0.106667
S0007,S0110,13,3,30,49,0.0886076
S0007,S0111,12,13,30,42,-0.194444
S0007,S0112,14,2,30,49,0.126582
S0007,S0113,10,9,30,32,-0.129032
S0007,S0114,13,10,30,40,-0.1
S0007,S0116,13,12,30,28,-0.189655
S0007,S0117,16,12,30,29,-0.135593
S0007,S0121,23,1,30,68,0.214286
S0007,S0123,17,7,30,43,0.0410959
S0007,S0124,18,8,30,47,0.025974
S0007,S0125,10,16,30,25,-0.4
S0007,S0126,7,9,30,34,-0.171875
S0007,S0127,12,18,30,32,-0.387097
S0007,S0128,12,10,30,37,-0.119403
S0007,S0129,14,6,30,35,0.0307692
S0007,S0134,19,7,30,47,0.0649351
S0007,S0135,17,10,30,36,-0.0454545
S0007,S0136,8,13,30,28,-0.310345
S0007,S0137,13,12,30,38,-0.161765
S0007,S0138,13,9,30,36,-0.0757576
S0007,S0139,16,17,30,37,-0.268657
S0007,S0141,11,15,30,35,-0.292308
S0007,S0146,17,2,30,45,0.173333
S0007,S0147,14,16,30,32,-0.290323
S0007,S0148,15,10,30,40,-0.0714286
S0007,S0150,11,11,30,31,-0.180328
S0007,S0151,12,1,30,40,0.142857
S0007,S0152,12,13,30,27,-0.245614
S0007,S0153,14,15,30,37,-0.238806
S0007,S0157,15,8,30,34,-0.015625
S0007,S0158,13,12,30,35,-0.169231
S0007,S0159,18,15,30,35,-0.184615
S0007,S0161,13,4,30,35,0.0769231
S0007,S0162,14,6,30,34,0.03125
S0007,S0163,11,7,30,38,-0.0441176
S0007,S0164,21,10,30,40,0.0142857
S0007,S0165,17,4,30,39,0.130435
S0007,S0169,14,12,30,35,-0.153846
S0007,S0170,12,9,30,34,-0.09375
S0007,S0171,20,2,30,59,0.179775
S0007,S0172,19,8,30,45,0.04
S0007,S0173,11,7,30,43,-0.0410959
S0007,S0174,15,3,30,43,0.123288
S0007,S0175,10,10,30,26,-0.178571
S0007,S0176,16,8,30,46,0
S0007,S0177,11,10,30,33,-0.142857
S0007,S0181,10,12,30,32,-0.225806
S0007,S0182,17,14,30,41,-0.15493
S0007,S0183,19,13,30,46,-0.0921053
S0007,S0184,12,5,30,44,0.027027
S0007,S0185,12,17,30,25,-0.4
S0007,S0186,8,10,30,37,-0.179104
S0007,S0187,11,7,30,31,-0.0491803
S0007,S0188,10,13,30,30,-0.266667
S0007,S0189,15,15,30,40,-0.214286
S0008,S0001,17,4,38,34,0.125
S0008,S0002,35,0,38,70,0.324074
S0008,S0004,14,6,38,31,0.0289855
S0008,S0005,19,9,38,44,0.0121951
S0008,S0006,25,3,38,43,0.234568
S0008,S0007,13,7,38,30,-0.0147059
S0008,S0008,38,0,38,38,0.5
S0008,S0009,15,10,38,28,-0.0757576
S0008,S0015,29,3,38,56,0.244681
S0008,S0016,15,5,38,40,0.0641026
S0008,S0017,23,6,38,40,0.141026
S0008,S0018,25,1,38,57,0.242105
S0008,S0019,15,8,38,38,-0.0131579
S0008,S0020,20,6,38,38,0.105263
S0008,S0021,16,5,38,33,0.084507
S0008,S0025,20,8,38,44,0.0487805
S0008,S0026,17,8,38,33,0.0140845
S0008,S0027,18,5,38,37,0.106667
S0008,S0028,23,9,38,40,0.0641026
S0008,S0029,14,5,38,32,0.0571429
S0008,S0030,13,5,38,31,0.0434783
S0008,S0031,12,2,38,34,0.111111
S0008,S0032,22,2,38,43,0.222222
S0008,S0033,18,8,38,38,0.0263158
S0008,S0037,24,5,38,45,0.168675
S0008,S0038,13,4,38,32,0.0714286
S0008,S0039,11,7,38,34,-0.0416667
S0008,S0040,19,10,38,36,-0.0135135
S0008,S0041,20,5,38,45,0.120482
S0008,S0042,18,5,38,40,0.102564
S0008,S0043,17,3,38,51,0.123596
S0008,S0044,15,6,38,33,0.0422535
S0008,S0045,14,11,38,38,-0.105263
S0008,S0051,15,9,38,24,-0.0483871
S0008,S0052,19,8,38,36,0.0405405
S0008,S0053,14,7,38,27,0
S0008,S0054,20,3,38,50,0.159091
S0008,S0055,17,1,38,35,0.205479
S0008,S0056,16,6,38,28,0.0606061
S0008,S0057,13,9,38,33,-0.0704225
S0008,S0062,14,6,38,38,0.0263158
S0008,S0063,19,6,38,38,0.0921053
S0008,S0065,21,6,38,36,0.121622
S0008,S0066,25,2,38,44,0.256098
S0008,S0068,21,4,38,44,0.158537
S0008,S0069,17,8,38,36,0.0135135
S0008,S0073,20,6,38,38,0.105263
S0008,S0074,13,10,38,29,-0.104478
S0008,S0075,22,1,38,40,0.25641
S0008,S0076,13,9,38,31,-0.0724638
S0008,S0077,12,12,38,26,-0.1875
S0008,S0078,17,5,38,45,0.0843373
S0008,S0079,17,3,38,38,0.144737
S0008,S0080,14,6,38,41,0.0253165
S0008,S0081,17,4,38,45,0.108434
S0008,S0085,9,4,38,32,0.0142857
S0008,S0087,15,6,38,35,0.0410959
S0008,S0088,13,10,38,29,-0.104478
S0008,S0089,18,3,38,48,0.139535
S0008,S0090,19,13,38,35,-0.0958904
S0008,S0091,14,8,38,39,-0.025974
S0008,S0092,18,9,38,35,0
S0008,S0093,16,1,38,40,0.179487
S0008,S0099,23,10,38,35,0.0410959
S0008,S0101,16,7,38,39,0.025974
S0008,S0102,18,7,38,37,0.0533333
S0008,S0103,14,5,38,38,0.0526316
S0008,S0104,16,4,38,35,0.109589
S0008,S0105,19,7,38,45,0.060241
S0008,S0110,21,2,38,49,0.195402
S0008,S0111,21,7,38,42,0.0875
S0008,S0112,21,5,38,49,0.126437
S0008,S0113,14,7,38,32,0
S0008,S0114,18,10,38,40,-0.025641
S0008,S0116,11,6,38,28,-0.0151515
S0008,S0117,12,5,38,29,0.0298507
S0008,S0121,30,1,38,68,0.264151
S0008,S0123,22,6,38,43,0.123457
S0008,S0124,20,3,38,47,0.164706
S0008,S0125,7,4,38,25,-0.015873
S0008,S0126,14,7,38,34,0
S0008,S0127,17,7,38,32,0.0428571
S0008,S0128,14,4,38,37,0.08
S0008,S0129,16,6,38,35,0.0547945
S0008,S0134,21,0,38,47,0.247059
S0008,S0135,16,7,38,36,0.027027
S0008,S0136,13,11,38,28,-0.136364
S0008,S0137,19,10,38,38,-0.0131579
S0008,S0138,17,3,38,36,0.148649
S0008,S0139,17,12,38,37,-0.0933333
S0008,S0141,16,7,38,35,0.0273973
S0008,S0146,20,4,38,45,0.144578
S0008,S0147,12,4,38,32,0.0571429
S0008,S0148,19,6,38,40,0.0897436
S0008,S0150,15,10,38,31,-0.0724638
S0008,S0151,22,1,38,40,0.25641
S0008,S0152,11,8,38,27,-0.0769231
S0008,S0153,14,8,38,37,-0.0266667
S0008,S0157,16,5,38,34,0.0833333
S0008,S0158,15,5,38,35,0.0684932
S0008,S0159,17,10,38,35,-0.0410959
S0008,S0161,12,5,38,35,0.0273973
S0008,S0162,13,9,38,34,-0.0694444
S0008,S0163,21,11,38,38,-0.0131579
S0008,S0164,18,5,38,40,0.102564
S0008,S0165,18,4,38,39,0.12987
S0008,S0169,10,6,38,35,-0.0273973
S0008,S0170,15,4,38,34,0.0972222
S0008,S0171,23,0,38,59,0.237113
S0008,S0172,25,6,38,45,0.156627
S0008,S0173,16,5,38,43,0.0740741
S0008,S0174,18,4,38,43,0.123457
S0008,S0175,8,4,38,26,0
S0008,S0176,19,3,38,46,0.154762
S0008,S0177,11,6,38,33,-0.0140845
S0008,S0181,14,5,38,32,0.0571429
S0008,S0182,14,9,38,41,-0.0506329
S0008,S0183,19,11,38,46,-0.0357143
S0008,S0184,14,7,38,44,0
S0008,S0185,12,10,38,25,-0.126984
S0008,S0186,16,6,38,37,0.0533333
S0008,S0187,11,3,38,31,0.0724638
S0008,S0188,12,5,38,30,0.0294118
S0008,S0189,17,5,38,40,0.0897436
S0009,S0001,9,5,28,34,-0.016129
S0009,S0002,24,1,28,70,0.22449
S0009,S0004,9,10,28,31,-0.186441
S0009,S0005,14,10,28,44,-0.0833333
S0009,S0006,18,4,28,43,0.140845
S0009,S0007,12,14,28,30,-0.275862
S0009,S0008,15,10,28,38,-0.0757576
S0009,S0009,28,0,28,28,0.5
S0009,S0015,18,3,28,56,0.142857
S0009,S0016,17,8,28,40,0.0147059
S0009,S0017,16,2,28,40,0.176471
S0009,S0018,18,2,28,57,0.164706
S0009,S0019,11,5,28,38,0.0151515
S0009,S0020,13,10,28,38,-0.106061
S0009,S0021,20,3,28,33,0.229508
S0009,S0025,14,8,28,44,-0.0277778
S0009,S0026,14,7,28,33,0
S0009,S0027,14,12,28,37,-0.153846
S0009,S0028,20,7,28,40,0.0882353
S0009,S0029,11,13,28,32,-0.25
S0009,S0030,12,15,28,31,-0.305085
S0009,S0031,14,11,28,34,-0.129032
S0009,S0032,14,5,28,43,0.056338
S0009,S0033,14,6,28,38,0.030303
S0009,S0037,14,5,28,45,0.0547945
S0009,S0038,11,8,28,32,-0.0833333
S0009,S0039,11,6,28,34,-0.016129
S0009,S0040,12,6,28,36,0
S0009,S0041,19,10,28,45,-0.0136986
S0009,S0042,13,8,28,40,-0.0441176
S0009,S0043,18,7,28,51,0.0506329
S0009,S0044,12,12,28,33,-0.196721
S0009,S0045,13,12,28,38,-0.166667
S0009,S0051,10,14,28,24,-0.346154
S0009,S0052,14,8,28,36,-0.03125
S0009,S0053,13,7,28,27,-0.0181818
S0009,S0054,19,5,28,50,0.115385
S0009,S0055,11,4,28,35,0.047619
S0009,S0056,12,9,28,28,-0.107143
S0009,S0057,11,7,28,33,-0.0491803
S0009,S0062,12,6,28,38,0
S0009,S0063,17,7,28,38,0.0454545
S0009,S0065,14,12,28,36,-0.15625
S0009,S0066,17,6,28,44,0.0694444
S0009,S0068,17,4,28,44,0.125
S0009,S0069,14,4,28,36,0.09375
S0009,S0073,15,5,28,38,0.0757576
S0009,S0074,10,14,28,29,-0.315789
S0009,S0075,18,4,28,40,0.147059
S0009,S0076,11,8,28,31,-0.0847458
S0009,S0077,14,12,28,26,-0.185185
S0009,S0078,20,4,28,45,0.164384
S0009,S0079,13,8,28,38,-0.0454545
S0009,S0080,14,6,28,41,0.0289855
S0009,S0081,17,10,28,45,-0.0410959
S0009,S0085,9,5,28,32,-0.0166667
S0009,S0087,15,6,28,35,0.047619
S0009,S0088,13,7,28,29,-0.0175439
S0009,S0089,14,2,28,48,0.131579
S0009,S0090,13,7,28,35,-0.015873
S0009,S0091,17,7,28,39,0.0447761
S0009,S0092,17,6,28,35,0.0793651
S0009,S0093,21,5,28,40,0.161765
S0009,S0099,15,12,28,35,-0.142857
S0009,S0101,14,6,28,39,0.0298507
S0009,S0102,17,9,28,37,-0.0153846
S0009,S0103,13,5,28,38,0.0454545
S0009,S0104,11,9,28,35,-0.111111
S0009,S0105,14,9,28,45,-0.0547945
S0009,S0110,14,4,28,49,0.0779221
S0009,S0111,14,14,28,42,-0.2
S0009,S0112,18,3,28,49,0.155844
S0009,S0113,10,4,28,32,0.0333333
S0009,S0114,18,5,28,40,0.117647
S0009,S0116,12,10,28,28,-0.142857
S0009,S0117,13,8,28,29,-0.0526316
S0009,S0121,21,1,28,68,0.197917
S0009,S0123,18,12,28,43,-0.084507
S0009,S0124,22,10,28,47,0.0266667
S0009,S0125,6,12,28,25,-0.339623
S0009,S0126,17,10,28,34,-0.0483871
S0009,S0127,14,15,28,32,-0.266667
S0009,S0128,13,7,28,37,-0.0153846
S0009,S0129,13,10,28,35,-0.111111
S0009,S0134,17,3,28,47,0.146667
S0009,S0135,14,14,28,36,-0.21875
S0009,S0136,8,7,28,28,-0.107143
S0009,S0137,15,6,28,38,0.0454545
S0009,S0138,13,3,28,36,0.109375
S0009,S0139,15,7,28,37,0.0153846
S0009,S0141,10,8,28,35,-0.0952381
S0009,S0146,16,5,28,45,0.0821918
S0009,S0147,12,6,28,32,0
S0009,S0148,14,8,28,40,-0.0294118
S0009,S0150,14,13,28,31,-0.20339
S0009,S0151,14,3,28,40,0.117647
S0009,S0152,9,6,28,27,-0.0545455
S0009,S0153,13,5,28,37,0.0461538
S0009,S0157,14,12,28,34,-0.16129
S0009,S0158,13,6,28,35,0.015873
S0009,S0159,15,2,28,35,0.174603
S0009,S0161,15,14,28,35,-0.206349
S0009,S0162,10,11,28,34,-0.193548
S0009,S0163,16,8,28,38,0
S0009,S0164,13,2,28,40,0.132353
S0009,S0165,15,7,28,39,0.0149254
S0009,S0169,10,1,28,35,0.126984
S0009,S0170,17,2,28,34,0.209677
S0009,S0171,21,3,28,59,0.172414
S0009,S0172,21,3,28,45,0.205479
S0009,S0173,17,7,28,43,0.0422535
S0009,S0174,16,7,28,43,0.028169
S0009,S0175,6,4,28,26,-0.037037
S0009,S0176,13,5,28,46,0.0405405
S0009,S0177,10,12,28,33,-0.229508
S0009,S0181,12,9,28,32,-0.1
S0009,S0182,14,9,28,41,-0.057971
S0009,S0183,16,9,28,46,-0.027027
S0009,S0184,12,8,28,44,-0.0555556
S0009,S0185,8,5,28,25,-0.0377358
S0009,S0186,12,10,28,37,-0.123077
S0009,S0187,9,7,28,31,-0.0847458
S0009,S0188,9,6,28,30,-0.0517241
S0009,S0189,14,7,28,40,0
S0015,S0001,27,5,56,34,0.188889
S0015,S0002,51,0,56,70,0.404762
S0015,S0004,15,1,56,31,0.149425
S0015,S0005,30,6,56,44,0.18
S0015,S0006,36,0,56,43,0.363636
S0015,S0007,22,3,56,30,0.186047
S0015,S0008,29,3,56,38,0.244681
S0015,S0009,18,3,56,28,0.142857
S0015,S0015,56,0,56,56,0.5
S0015,S0016,22,1,56,40,0.208333
S0015,S0017,21,0,56,40,0.21875
S0015,S0018,47,0,56,57,0.415929
S0015,S0019,25,5,56,38,0.159574
S0015,S0020,24,5,56,38,0.148936
S0015,S0021,20,3,56,33,0.157303
S0015,S0025,27,3,56,44,0.21
S0015,S0026,19,3,56,33,0.146067
S0015,S0027,20,3,56,37,0.150538
S0015,S0028,29,4,56,40,0.21875
S0015,S0029,20,7,56,32,0.0681818
S0015,S0030,19,2,56,31,0.172414
S0015,S0031,22,2,56,34,0.2
S0015,S0032,36,1,56,43,0.343434
S0015,S0033,21,1,56,38,0.202128
S0015,S0037,32,3,56,45,0.257426
S0015,S0038,19,2,56,32,0.170455
S0015,S0039,18,4,56,34,0.111111
S0015,S0040,26,5,56,36,0.173913
S0015,S0041,26,3,56,45,0.19802
S0015,S0042,25,5,56,40,0.15625
S0015,S0043,27,1,56,51,0.233645
S0015,S0044,22,3,56,33,0.179775
S0015,S0045,23,6,56,38,0.117021
S0015,S0051,17,1,56,24,0.1875
S0015,S0052,21,2,56,36,0.184783
S0015,S0053,20,3,56,27,0.168675
S0015,S0054,30,1,56,50,0.264151
S0015,S0055,26,2,56,35,0.241758
S0015,S0056,22,0,56,28,0.261905
S0015,S0057,22,2,56,33,0.202247
S0015,S0062,28,4,56,38,0.212766
S0015,S0063,22,1,56,38,0.212766
S0015,S0065,24,2,56,36,0.217391
S0015,S0066,29,1,56,44,0.27
S0015,S0068,31,0,56,44,0.31
S0015,S0069,23,2,56,36,0.206522
S0015,S0073,26,6,56,38,0.148936
S0015,S0074,17,3,56,29,0.129412
S0015,S0075,22,1,56,40,0.208333
S0015,S0076,17,5,56,31,0.0804598
S0015,S0077,13,1,56,26,0.134146
S0015,S0078,26,2,56,45,0.217822
S0015,S0079,23,2,56,38,0.202128
S0015,S0080,22,3,56,41,0.164948
S0015,S0081,27,3,56,45,0.207921
S0015,S0085,16,0,56,32,0.181818
S0015,S0087,23,4,56,35,0.164835
S0015,S0088,18,2,56,29,0.164706
S0015,S0089,31,1,56,48,0.278846
S0015,S0090,19,4,56,35,0.120879
S0015,S0091,28,3,56,39,0.231579
S0015,S0092,22,2,56,35,0.197802
S0015,S0093,30,2,56,40,0.270833
S0015,S0099,21,6,56,35,0.0989011
S0015,S0101,29,7,56,39,0.157895
S0015,S0102,22,5,56,37,0.129032
S0015,S0103,22,3,56,38,0.170213
S0015,S0104,21,0,56,35,0.230769
S0015,S0105,25,2,56,45,0.207921
S0015,S0110,31,0,56,49,0.295238
S0015,S0111,28,6,56,42,0.163265
S0015,S0112,31,0,56,49,0.295238
S0015,S0113,20,3,56,32,0.159091
S0015,S0114,23,2,56,40,0.197917
S0015,S0116,19,4,56,28,0.130952
S0015,S0117,20,4,56,29,0.141176
S0015,S0121,51,0,56,68,0.41129
S0015,S0123,29,1,56,43,0.272727
S0015,S0124,30,0,56,47,0.291262
S0015,S0125,11,4,56,25,0.037037
S0015,S0126,18,1,56,34,0.177778
S0015,S0127,17,3,56,32,0.125
S0015,S0128,23,5,56,37,0.139785
S0015,S0129,24,4,56,35,0.175824
S0015,S0134,39,1,56,47,0.359223
S0015,S0135,19,3,56,36,0.141304
S0015,S0136,16,2,56,28,0.142857
S0015,S0137,23,6,56,38,0.117021
S0015,S0138,23,6,56,36,0.119565
S0015,S0139,27,5,56,37,0.182796
S0015,S0141,20,1,56,35,0.197802
S0015,S0146,32,3,56,45,0.257426
S0015,S0147,22,3,56,32,0.181818
S0015,S0148,27,2,56,40,0.239583
S0015,S0150,22,6,56,31,0.114943
S0015,S0151,30,0,56,40,0.3125
S0015,S0152,20,1,56,27,0.216867
S0015,S0153,23,1,56,37,0.225806
S0015,S0157,24,5,56,34,0.155556
S0015,S0158,22,2,56,35,0.197802
S0015,S0159,21,1,56,35,0.208791
S0015,S0161,20,5,56,35,0.10989
S0015,S0162,18,3,56,34,0.133333
S0015,S0163,27,7,56,38,0.138298
S0015,S0164,25,0,56,40,0.260417
S0015,S0165,32,0,56,39,0.336842
S0015,S0169,18,3,56,35,0.131868
S0015,S0170,23,3,56,34,0.188889
S0015,S0171,38,1,56,59,0.313043
S0015,S0172,30,0,56,45,0.29703
S0015,S0173,26,4,56,43,0.181818
S0015,S0174,24,1,56,43,0.222222
S0015,S0175,18,4,56,26,0.121951
S0015,S0176,28,2,56,46,0.235294
S0015,S0177,20,6,56,33,0.0898876
S0015,S0181,15,2,56,32,0.125
S0015,S0182,24,5,56,41,0.14433
S0015,S0183,30,7,56,46,0.156863
S0015,S0184,27,1,56,44,0.25
S0015,S0185,21,1,56,25,0.234568
S0015,S0186,20,1,56,37,0.193548
S0015,S0187,20,2,56,31,0.183908
S0015,S0188,17,4,56,30,0.104651
S0015,S0189,27,2,56,40,0.239583
S0016,S0001,14,6,40,34,0.027027
S0016,S0002,32,0,40,70,0.290909
S0016,S0004,17,10,40,31,-0.0422535
S0016,S0005,21,9,40,44,0.0357143
S0016,S0006,21,4,40,43,0.156627
S0016,S0007,10,9,40,30,-0.114286
S0016,S0008,15,5,40,38,0.0641026
S0016,S0009,17,8,40,28,0.0147059
S0016,S0015,22,1,40,56,0.208333
S0016,S0016,40,0,40,40,0.5
S0016,S0017,16,5,40,40,0.075
S0016,S0018,24,4,40,57,0.164948
S0016,S0019,20,6,40,38,0.102564
S0016,S0020,20,11,40,38,-0.025641
S0016,S0021,16,8,40,33,0
S0016,S0025,17,3,40,44,0.130952
S0016,S0026,18,10,40,33,-0.0273973
S0016,S0027,15,5,40,37,0.0649351
S0016,S0028,19,9,40,40,0.0125
S0016,S0029,15,10,40,32,-0.0694444
S0016,S0030,12,6,40,31,0
S0016,S0031,13,5,40,34,0.0405405
S0016,S0032,24,9,40,43,0.0722892
S0016,S0033,13,6,40,38,0.0128205
S0016,S0037,17,8,40,45,0.0117647
S0016,S0038,14,5,40,32,0.0555556
S0016,S0039,12,10,40,34,-0.108108
S0016,S0040,13,6,40,36,0.0131579
S0016,S0041,17,6,40,45,0.0588235
S0016,S0042,13,5,40,40,0.0375
S0016,S0043,21,5,40,51,0.120879
S0016,S0044,16,10,40,33,-0.0547945
S0016,S0045,19,13,40,38,-0.0897436
S0016,S0051,11,10,40,24,-0.140625
S0016,S0052,15,10,40,36,-0.0657895
S0016,S0053,13,9,40,27,-0.0746269
S0016,S0054,24,3,40,50,0.2
S0016,S0055,12,4,40,35,0.0533333
S0016,S0056,12,5,40,28,0.0294118
S0016,S0057,15,5,40,33,0.0684932
S0016,S0062,21,9,40,38,0.0384615
S0016,S0063,15,3,40,38,0.115385
S0016,S0065,17,11,40,36,-0.0657895
S0016,S0066,21,6,40,44,0.107143
S0016,S0068,23,5,40,44,0.154762
S0016,S0069,15,7,40,36,0.0131579
S0016,S0073,16,6,40,38,0.0512821
S0016,S0074,14,0,40,29,0.202899
S0016,S0075,20,3,40,40,0.175
S0016,S0076,14,6,40,31,0.028169
S0016,S0077,13,10,40,26,-0.106061
S0016,S0078,22,6,40,45,0.117647
S0016,S0079,14,5,40,38,0.0512821
S0016,S0080,17,6,40,41,0.0617284
S0016,S0081,22,11,40,45,0
S0016,S0085,19,3,40,32,0.180556
S0016,S0087,17,4,40,35,0.12
S0016,S0088,16,6,40,29,0.057971
S0016,S0089,24,7,40,48,0.113636
S0016,S0090,15,4,40,35,0.0933333
S0016,S0091,15,11,40,39,-0.0886076
S0016,S0092,14,8,40,35,-0.0266667
S0016,S0093,20,5,40,40,0.125
S0016,S0099,14,10,40,35,-0.08
S0016,S0101,17,10,40,39,-0.0379747
S0016,S0102,20,10,40,37,0
S0016,S0103,17,4,40,38,0.115385
S0016,S0104,17,8,40,35,0.0133333
S0016,S0105,21,4,40,45,0.152941
S0016,S0110,24,9,40,49,0.0674157
S0016,S0111,19,8,40,42,0.0365854
S0016,S0112,22,4,40,49,0.157303
S0016,S0113,19,9,40,32,0.0138889
S0016,S0114,18,7,40,40,0.05
S0016,S0116,11,6,40,28,-0.0147059
S0016,S0117,13,3,40,29,0.101449
S0016,S0121,32,3,40,68,0.240741
S0016,S0123,20,7,40,43,0.0722892
S0016,S0124,21,3,40,47,0.172414
S0016,S0125,9,10,40,25,-0.169231
S0016,S0126,21,8,40,34,0.0675676
S0016,S0127,15,7,40,32,0.0138889
S0016,S0128,18,8,40,37,0.025974
S0016,S0129,16,6,40,35,0.0533333
S0016,S0134,24,6,40,47,0.137931
S0016,S0135,22,9,40,36,0.0526316
S0016,S0136,12,7,40,28,-0.0294118
S0016,S0137,20,9,40,38,0.025641
S0016,S0138,17,9,40,36,-0.0131579
S0016,S0139,18,3,40,37,0.155844
S0016,S0141,15,5,40,35,0.0666667
S0016,S0146,22,8,40,45,0.0705882
S0016,S0147,19,7,40,32,0.0694444
S0016,S0148,15,7,40,40,0.0125
S0016,S0150,15,9,40,31,-0.0422535
S0016,S0151,14,1,40,40,0.15
S0016,S0152,15,5,40,27,0.0746269
S0016,S0153,19,5,40,37,0.116883
S0016,S0157,12,9,40,34,-0.0810811
S0016,S0158,21,7,40,35,0.0933333
S0016,S0159,16,3,40,35,0.133333
S0016,S0161,15,7,40,35,0.0133333
S0016,S0162,18,9,40,34,0
S0016,S0163,18,12,40,38,-0.0769231
S0016,S0164,22,1,40,40,0.25
S0016,S0165,21,8,40,39,0.0632911
S0016,S0169,18,6,40,35,0.08
S0016,S0170,18,5,40,34,0.108108
S0016,S0171,27,1,40,59,0.252525
S0016,S0172,20,2,40,45,0.188235
S0016,S0173,23,11,40,43,0.0120482
S0016,S0174,22,5,40,43,0.144578
S0016,S0175,13,7,40,26,-0.0151515
S0016,S0176,20,7,40,46,0.0697674
S0016,S0177,19,8,40,33,0.0410959
S0016,S0181,17,7,40,32,0.0416667
S0016,S0182,19,13,40,41,-0.0864198
S0016,S0183,23,8,40,46,0.0813953
S0016,S0184,23,7,40,44,0.107143
S0016,S0185,15,7,40,25,0.0153846
S0016,S0186,17,5,40,37,0.0909091
S0016,S0187,17,6,40,31,0.0704225
S0016,S0188,14,8,40,30,-0.0285714
S0016,S0189,18,10,40,40,-0.025
S0017,S0001,16,4,40,34,0.108108
S0017,S0002,35,0,40,70,0.318182
S0017,S0004,13,7,40,31,-0.0140845
S0017,S0005,19,7,40,44,0.0595238
S0017,S0006,20,1,40,43,0.216867
S0017,S0007,18,13,40,30,-0.114286
S0017,S0008,23,6,40,38,0.141026
S0017,S0009,16,2,40,28,0.176471
S0017,S0015,21,0,40,56,0.21875
S0017,S0016,16,5,40,40,0.075
S0017,S0017,40,0,40,40,0.5
S0017,S0018,26,0,40,57,0.268041
S0017,S0019,17,5,40,38,0.0897436
S0017,S0020,18,5,40,38,0.102564
S0017,S0021,21,6,40,33,0.123288
S0017,S0025,24,6,40,44,0.142857
S0017,S0026,17,7,40,33,0.0410959
S0017,S0027,20,5,40,37,0.12987
S0017,S0028,24,0,40,40,0.3
S0017,S0029,15,8,40,32,-0.0138889
S0017,S0030,15,12,40,31,-0.126761
S0017,S0031,18,7,40,34,0.0540541
S0017,S0032,20,1,40,43,0.216867
S0017,S0033,25,4,40,38,0.217949
S0017,S0037,26,4,40,45,0.211765
S0017,S0038,19,8,40,32,0.0416667
S0017,S0039,16,8,40,34,0
S0017,S0040,21,6,40,36,0.118421
S0017,S0041,21,7,40,45,0.0823529
S0017,S0042,17,5,40,40,0.0875
S0017,S0043,25,6,40,51,0.142857
S0017,S0044,18,9,40,33,0
S0017,S0045,17,9,40,38,-0.0128205
S0017,S0051,15,13,40,24,-0.171875
S0017,S0052,22,5,40,36,0.157895
S0017,S0053,18,9,40,27,0
S0017,S0054,27,5,40,50,0.188889
S0017,S0055,16,6,40,35,0.0533333
S0017,S0056,19,11,40,28,-0.0441176
S0017,S0057,17,6,40,33,0.0684932
S0017,S0062,17,7,40,38,0.0384615
S0017,S0063,15,4,40,38,0.0897436
S0017,S0065,20,10,40,36,0
S0017,S0066,25,3,40,44,0.22619
S0017,S0068,24,7,40,44,0.119048
S0017,S0069,24,5,40,36,0.184211
S0017,S0073,20,4,40,38,0.153846
S0017,S0074,18,14,40,29,-0.144928
S0017,S0075,30,0,40,40,0.375
S0017,S0076,17,9,40,31,-0.0140845
S0017,S0077,15,10,40,26,-0.0757576
S0017,S0078,21,4,40,45,0.152941
S0017,S0079,25,8,40,38,0.115385
